5837	Frag: Junior Suite	single room	kinderzimmer	incorrect	incorrect
5848	Frag: Zimmer für 2 Nächte	room for two nights	room for three nights	incorrect	incorrect
5867	Frag: Einzelzimmer	one room	one room	incorrect	incorrect
5874	Frag: Wo ist die Hotelbar?	do the hotel bar	who is hotel bar	incorrect	incorrect
5902	Frag: ein Sweatshirt	i want a suite i want a sweet shirt	i want a i want a sweet shirt	incorrect	incorrect
5903	Frag: ein Sweatshirt	i want a sweet shirt	i want a sweet shirt	incorrect	incorrect
5904	Frag: ein grünes Sweatshirt	i want to green sweet shirt	i want a green sweet shirt	incorrect	incorrect
5913	Frag: Grösse 40	*** turkey	r t	incorrect	incorrect
5916	Frag: ein Sweatshirt	i want a sweet shirt	i want a sweet shirt	incorrect	incorrect
5917	Frag: ein Sweatshirt	i want a sweet shirt	i want a sweet shirt	incorrect	incorrect
5926	Frag: Pilze	i want a junior suite	i want onions	incorrect	incorrect
5955	Sag: Mir geht es gut	i do you ***	how are you doing	incorrect	incorrect
5956	Sag: Mir geht es gut	how are you	how are you	incorrect	incorrect
5958	Frag: Stiefel	i will boots	i will boots	incorrect	incorrect
5960	Frag: Stiefel	i will boots	i will boots	incorrect	incorrect
5966	Frag: Hosen	i will pants	i will pants	incorrect	incorrect
5975	Frag: ein Ticket zum Piccadilly Circus	i would like a ticket to the manager	i would like a ticket to pih circus	incorrect	incorrect
5984	Frag: Zimmer für 6 Nächte	i want a room for three nights	i want a room for three nights	incorrect	incorrect
5985	Frag: Zimmer für 6 Nächte	i will a room for three nights	i want a room for three nights	incorrect	incorrect
5988	Frag: Zimmer für 6 Nächte	hello	hello	incorrect	incorrect
5990	Frag: Einzelzimmer	i want to the can i have a *** ten o'clock	i would uh um can i have a sigi muh strosse	incorrect	incorrect
5991	Frag: Einzelzimmer	no	no	incorrect	incorrect
5992	Frag: Einzelzimmer	i want a room for *** *** the	i want a room for a a a	incorrect	incorrect
5996	Frag: Twinzimmer	can i have a double room	can i have a double room	incorrect	incorrect
6002	Frag: Gibt es ein Fitnessstudio?	i would like a junior suite	i would like a junior suite	incorrect	incorrect
6011	Sag: Ich möchte mit Kreditkarte bezahlen	would like pay be credit card	would i pay be credit card	incorrect	incorrect
6012	Frag: Gibt es ein Fitnessstudio?	i have a fitness studio	have is a fitness studio	incorrect	incorrect
6016	Sag: Ich möchte am Donnerstag abreisen	i want a room i have	i would um ah fuck	incorrect	incorrect
6112	Frag: Gibt es eine Hotelbar?	there the hotel bar	there the hotel bar	incorrect	incorrect
6114	Frag: Gibt es eine Hotelbar?	*** a hotel bar	there the hotel bar	incorrect	incorrect
6117	Sag: Ich möchte mit Mastercard bezahlen	can i buy *** be mastercard please	can i buy the master card please	incorrect	incorrect
6121	Frag: Zimmer für 4 Nächte	i want a room for five nights	i want a room for five nights	incorrect	incorrect
6122	Frag: Zimmer für 4 Nächte	nights	height	incorrect	incorrect
6123	Frag: Einzelzimmer	room please	please	incorrect	incorrect
6137	Sag: Ich möchte mit Kreditkarte bezahlen	*** i buy be credit card	can i buy the credit card	incorrect	incorrect
6138	Frag: Gibt es eine Hotelbar?	there a *** hotel bar	the a the hotel bar	incorrect	incorrect
6141	Frag: Zimmer für 6 Nächte	***	hi	incorrect	incorrect
6143	Frag: Twinzimmer	a twin zimmer	a twin zimmer	incorrect	incorrect
6144	Frag: Twinzimmer	a twin zimmer	a twin zimmer	incorrect	incorrect
6147	Sag: Ich möchte mit Dollars bezahlen	can i buy be dollars	can i buy be dollars	incorrect	incorrect
6156	Frag: Gibt es einen Lebensmittelladen?	is there a shop	is there a shop	incorrect	incorrect
6160	Frag: Gibt es einen Lebensmittelladen?	is there the leo want to london	is there the lebensmittelladen	incorrect	incorrect
6161	Frag: Gibt es einen Lebensmittelladen?	is there the shop	is there the shop	incorrect	incorrect
6167	Sag: Ich möchte mit Dollars bezahlen	can i *** pay card	can i buy be dollars	incorrect	incorrect
6168	Frag: Gibt es einen Lebensmittelladen?	*** a food store	is a food store	incorrect	incorrect
6170	Frag: Gibt es einen Lebensmittelladen?	there the food store	there the food store	incorrect	incorrect
6177	Sag: Ich möchte mit Visa bezahlen	can i buy be visa card	can i buy be visa card	incorrect	incorrect
6187	Sag: Ich möchte mit Dollars bezahlen	can i buy be dollars	can i buy be dollars	incorrect	incorrect
6214	Sag: Ich möchte am Freitag abreisen	i would like to leave on free day	i would like to leave on free day	incorrect	incorrect
6255	Sag: Ich gehe in die Ferien	holidays	holidays	incorrect	incorrect
6359	Sag: Ich möchte mit Mastercard bezahlen	i would cash with *** *** mastercard	i would cash with the master card	incorrect	incorrect
6360	Sag: Ich möchte mit Mastercard bezahlen	*** *** the	can i buy	incorrect	incorrect
6368	Sag: Ich möchte mit Postkarte bezahlen	i will buy be *** post card	i will buy be a post card	incorrect	incorrect
6371	Frag: 4 Tickets nach London	can i have four tickets a room for two	can i have four tickets um uh	incorrect	incorrect
6382	Sag: Ich gehe in die Ferien	i went to holidays	i went to holidays	incorrect	incorrect
6384	Sag: Dies ist mein Pass	that is not card	that is my pass	incorrect	incorrect
6389	Sag: Ich habe keine Reservation	i i don't no reservation	i don't no reservation	incorrect	incorrect
6405	Sag: Mein WC ist dreckig	my passport	my co	incorrect	incorrect
6407	Frag: Wo ist der Haarföhn?	where can i don't i have a green park	where can i find a hairy dree	incorrect	incorrect
6420	Frag: Wo ist das Hotelrestaurant?	where is the hotel a reservation	where is the hotel resesh	incorrect	incorrect
6423	Frag: Zimmer für 3 Nächte	i want a *** buy a suite	i want a like for three nights	incorrect	incorrect
6427	Sag: Ich möchte mit Postkarte bezahlen	*** my name is there a hairdresser	i'd like to post by post card	incorrect	incorrect
6430	Frag: Wo ist der Coiffeur?	who is there a ticket	who is the hairdresser	incorrect	incorrect
6431	Frag: Zimmer für 1 Woche	i want a room for i want like a room for i hi	i want a room i want like a room for eine woche	incorrect	incorrect
6435	Sag: Ich möchte mit Visa bezahlen	i want with visa is john	i want with visa bezahlen	incorrect	incorrect
6438	Frag: Gibt es ein Fitnessstudio?	i want a fitness studio	i want a fitness studio	incorrect	incorrect
6444	Frag: Twinzimmer	i want a twin zimmer	i want a twin zimmer	incorrect	incorrect
6470	Frag: Twinzimmer	twin zimmer	twinzimmer	incorrect	incorrect
6471	Frag: Twinzimmer	i want a twin zimmer	i want a twin zimmer	incorrect	incorrect
6479	Frag: rote Sandalen	i want three sandals	i want green sandals	incorrect	incorrect
6480	Frag: rote Sandalen	suite	reed	incorrect	incorrect
6489	Sag: Ich bin aus Spanien	i am from have a mia	i am from espagne	incorrect	incorrect
6490	Frag: ein Ticket zum Trafalgar Square	i need a ticket to four elder card	i need a ticket to falgar square	incorrect	incorrect
6508	Frag: blaue Sandalen	do you *** *** *** blue sandals please	could you please repeat that blue sandals please	incorrect	incorrect
6510	Frag: Hosen	i want looking jeans	i want looking jeans	incorrect	incorrect
6516	Sag: Die Hose ist zu teuer	the tower is too much the towel is too much ma	the tower is too much the tower is too much aargh	incorrect	incorrect
6517	Sag: Die Hose ist zu teuer	no thank you the tower is too expensive	no thank you the towers is too expensive	incorrect	incorrect
6519	Frag: Stiefel	i want looking boots i want looking boots	i want looking boots i want looking boots	incorrect	incorrect
6522	Frag: Grösse 44	for thirty four	for thirty four	incorrect	incorrect
6524	Frag: Jeans	i want looking jeans	i want looking jeans	incorrect	incorrect
6529	Sag du möchtest nicht: diese Jeans	i want not got this jeans	i want not got this jeans	incorrect	incorrect
6537	Frag: Wo ist die Hotelbar?	who is the hotel bar	who is the hotel bar	incorrect	incorrect
6563	Sag: Ich möchte am Donnerstagabend abreisen	i would like to leave on thursday and thing	i would like to leave on thursday and thing	incorrect	incorrect
6580	Frag: eine L	suite	great	incorrect	incorrect
6594	Sag: Mir geht es gut	big	thanks	incorrect	incorrect
6607	Sag: Ich möchte mit Kreditkarte bezahlen	i want *** *** there a	i want with crozet card pay	incorrect	incorrect
6609	Frag: Gibt es einen Coiffeur?	i want a room	you have a coiffeur	incorrect	incorrect
6610	Frag: Gibt es einen Coiffeur?	you have a want four	you have a coiffeur	incorrect	incorrect
6621	Frag: Gibt es eine Hotelbar?	***	nobody	incorrect	incorrect
6625	Sag: Mein Zimmer ist dreckig	my room is paolo	my room is terrible	incorrect	incorrect
6645	Frag: Zimmer für 4 Nächte	a room	a room	incorrect	incorrect
6647	Frag: Zimmer für 4 Nächte	i	a	incorrect	incorrect
6677	Frag: Hosen	i am looking for row	i'm looking for trou	incorrect	incorrect
6682	Sag: Die Hose ist zu teuer	the trou is too expensive	the trou is too expensive	incorrect	incorrect
6690	Frag: Schokoladenglace	i would like leave at the	i would like the chocolate glace	incorrect	incorrect
6708	Frag: Gibt es ein Schwimmbad?	*** *** *** *** ***	um does it have a	incorrect	incorrect
6714	Sag: Ich möchte um 18 Uhr morgen abreisen	i want to leave	i want to leave	incorrect	incorrect
6747	Sag: Ich gehe in die Ferien	*** *** *** ***	i going to holidays	incorrect	incorrect
6748	Sag: Ich gehe in die Ferien	i *** *** ***	i going to holdays	incorrect	incorrect
6749	Sag: Ich gehe in die Ferien	i have a shirt	i go to holidays	incorrect	incorrect
6751	Frag: Gibt es ein Hotelrestaurant?	is it a hotel restaurant	is it a hotel restaurant	incorrect	incorrect
6756	Frag: Gibt es ein Schwimmbad?	where is there a indoor swimming pool	is it a indoor swimming pool	incorrect	incorrect
6763	Frag: Gibt es einen Coiffeur?	yes it a coiffeur	is it a coiffeur	incorrect	incorrect
